No,R,dR,VE,PE,DE,Xp,dXp,Fw,Ec,I1,Tm,Ss,Cp,Hmix,absHmix,Sc,B,G,v,c11,c12,c44,dB,dG,2G/1-v,H-TS,Fw6,B/G,R dR,R VE,R DE,R v,R dG,dR Ec,dR Tm,VE^2,VE DE,VE Xp,VE Fw,VE I1,VE Ss,VE Cp,VE B,VE G,VE v,VE c11,VE c12,VE c44,DE^2,DE Xp,DE Fw,DE Ec,DE I1,DE Tm,DE Ss,DE Cp,DE Sc,DE B,DE G,DE v,DE c11,DE c12,DE c44,Xp G,dXp dG,Fw I1,Fw Cp,Fw G,Fw c44,I1^2,I1 Cp,I1 G,I1 c44,Ss G,Ss c44,Cp G,Cp c44,G^2,G c12,G c44,c12 c44,c44^2,HV
M-206,128.473568,0.044263955,8.2632,0.1228,6.49128,1.8135104,0.064887289,4.727372,4.056672,7.344775784,1650.567333,28.756144,24.919304,-3.963989606,12.08969672,-1.541054375,146.33384,116.9832,0.3314032,272.07152,137.73736,98.84264,0.424990632,0.572035354,349.9364639,17.18488908,11.16139997,1.250896197,0.499101544,0.779504908,0.795638658,0.407914748,0.558554439,0.378713378,0.41345825,0.705689732,0.697727539,0.757782508,0.767075413,0.723647185,0.686877678,0.768078784,0.577591174,0.734100202,0.867873386,0.692079172,0.695198824,0.744176847,0.682462531,0.760603351,0.77136262,0.734326866,0.735362564,0.718956832,0.725780813,0.77756554,0.214721593,0.622127117,0.748696684,0.829987718,0.675446536,0.712604304,0.755458815,0.738679439,0.20976484,0.653248035,0.697145642,0.720861904,0.741815299,0.575514281,0.595168728,0.713352374,0.70402734,0.717592636,0.69917901,0.713678552,0.714616092,0.607930005,0.609888834,0.615057616,0.572753634,0.595532177,291
M-207,129.16196,0.05150165,7.3068,0.1795,5.3326,1.782123,0.066785293,4.695925,4.138276,7.26637908,1692.887104,27.84595,24.73084,-11.6541922,11.6541922,-1.608030569,168.3133,108.0886,0.330994,301.706,138.8298,93.1166,0.399680605,0.528013683,323.1319301,10.97965787,10.72326188,1.557179018,0.59360896,0.58624228,0.586344785,0.416770106,0.493893096,0.458652015,0.503672095,0.506203506,0.475790104,0.592311694,0.603717383,0.565657429,0.465616198,0.588383568,0.593219393,0.576373966,0.665657174,0.67303181,0.585883585,0.59950346,0.439778978,0.566497182,0.578922705,0.539944154,0.548959317,0.548387668,0.501203478,0.574738153,0.366539096,0.577836867,0.549995602,0.61474199,0.602112316,0.561503259,0.566593645,0.647951797,0.19668232,0.596957852,0.611252268,0.640528376,0.679495365,0.515452685,0.503843138,0.630720693,0.640836749,0.60782275,0.6111062,0.63069904,0.651240969,0.51092468,0.557311357,0.528347931,0.537084906,0.523468092,538
M-208,129.243578,0.051899164,7.28565,0.18367,5.30608,1.7814111,0.066998162,4.6942396,4.1348581,7.26054627,1689.193946,27.850741,24.730366,-11.79479544,11.79479544,-1.608580879,167.89645,107.67256,0.3312211,300.73208,138.50895,92.81552,0.40129971,0.531632203,321.9974793,10.79740622,10.70019067,1.5593244,0.599050431,0.582737351,0.582031293,0.419617763,0.500133824,0.462147484,0.506745726,0.502069003,0.471162156,0.588698693,0.599880233,0.561577809,0.462026851,0.584630619,0.588225794,0.571632386,0.662278338,0.667154529,0.581224891,0.595087071,0.434781187,0.562130257,0.574372534,0.534116043,0.544289921,0.541866303,0.497008468,0.570268824,0.370761173,0.572188727,0.544485527,0.61052096,0.595969557,0.55621242,0.561298546,0.644149984,0.199185776,0.593234649,0.608992195,0.636754206,0.676233085,0.51100979,0.499784194,0.626632767,0.637342666,0.604391885,0.608302714,0.627153797,0.648278646,0.506575009,0.552927417,0.524229266,0.533368383,0.519797874,529
M-209,130.1746,0.056329964,7.0008,0.2381,4.953,1.770181,0.069475443,4.667143,4.085664,7.17637588,1639.008421,27.88373,24.69772,-13.4262114,13.4262114,-1.605163414,162.2563,102.1074,0.333842,287.6524,134.1578,88.7722,0.421887799,0.578915827,306.5561023,8.448210034,10.33490875,1.589074837,0.66024999,0.533049676,0.522896945,0.452433334,0.581387072,0.499182024,0.536490776,0.44755284,0.410918972,0.53931699,0.547381459,0.506315784,0.412126966,0.532788981,0.522134332,0.509539234,0.614243618,0.58986268,0.519464267,0.537009654,0.370616164,0.503555575,0.513296765,0.456476675,0.482064717,0.456421241,0.440117397,0.509896186,0.432924243,0.498394911,0.473268723,0.552572,0.516221007,0.486978414,0.492557588,0.592749545,0.231654779,0.537841256,0.566655622,0.585685815,0.631803915,0.447293794,0.436138939,0.571770287,0.590191292,0.557395917,0.569572136,0.57882292,0.607584695,0.450004548,0.495217252,0.470436086,0.484234584,0.471660758,487
M-210,130.73238,0.058489092,6.8175,0.2727,4.7268,1.762551,0.070739474,4.648626,4.053231,7.1208333,1606.604687,27.89721,24.67026,-14.27813568,14.27813568,-1.594107277,158.6205,98.5356,0.335421,279.2448,131.3505,86.1732,0.434245372,0.608861381,296.5354006,7.016132123,10.09131218,1.609778598,0.690961305,0.500153752,0.48425103,0.472269569,0.633165614,0.51567409,0.5469873,0.413621437,0.373865079,0.507593325,0.513626085,0.471086623,0.379609954,0.499185613,0.480857935,0.471134444,0.582371032,0.541871167,0.480835156,0.500949947,0.331830091,0.466210295,0.474324964,0.407371677,0.442692649,0.403443666,0.403385363,0.471090795,0.477068543,0.452800274,0.429853288,0.514641315,0.467332452,0.444118846,0.450419209,0.559872642,0.251763177,0.501097037,0.536543969,0.55299414,0.603288843,0.405655604,0.393065215,0.536943618,0.560184291,0.52693832,0.544391758,0.547649258,0.581261516,0.415278192,0.459321245,0.437260781,0.453569865,0.4418506,484
M-211,131.285716,0.055735631,7.18151,0.27272,5.27249,1.7662922,0.072633627,4.5852696,3.8898419,7.093147088,1532.11381,28.480678,24.599014,-6.2144767,13.88320795,-1.594141457,146.44837,88.7234,0.3445318,246.8985,124.44931,83.08733,0.437890575,0.704467047,270.7176336,14.09290916,9.293712976,1.650617199,0.658738516,0.584715548,0.591294355,0.542074767,0.79064287,0.467404166,0.492220254,0.481886009,0.45915668,0.563918073,0.5561639,0.520854506,0.472544909,0.559549263,0.458395066,0.440281449,0.700894216,0.48489505,0.479290986,0.510717078,0.428486795,0.550190197,0.549411728,0.468911902,0.520771251,0.452381108,0.511044703,0.559928418,0.384595342,0.471736124,0.43206334,0.643437083,0.458859497,0.478796976,0.490459355,0.481044155,0.30889345,0.446781524,0.439272056,0.462430837,0.562550517,0.385021113,0.360405411,0.455963591,0.529106127,0.458140518,0.531111478,0.462484784,0.548810696,0.32624393,0.36902912,0.372473149,0.402751979,0.40760626,573
M-212,128.3,0.040206455,7.2,0.1,5.4,1.772,0.058907397,4.628,4.17,7.36355,1806.0473,27.16,24.41,-6.96,6.96,-1.313834033,204.2,94.8,0.337,341.6,143.5,91.4,0.246612713,0.335761333,285.9728507,12.76903146,9.825623114,2.154008439,0.447382709,0.553441033,0.59218432,0.441286031,0.18695412,0.350362985,0.410610673,0.485448274,0.474516031,0.570132754,0.569657444,0.564068278,0.414352883,0.553090864,0.775200652,0.48075953,0.670645862,0.784245231,0.6024893,0.575841373,0.452592888,0.572097162,0.577208376,0.560462848,0.570139354,0.621716181,0.490453092,0.574292309,0.523867186,0.751399236,0.479982007,0.645253888,0.712085698,0.595479782,0.562696108,0.533437406,0.087432494,0.592836803,0.448350604,0.518842288,0.649850549,0.589993315,0.504958848,0.532922978,0.636237895,0.4729763,0.572087745,0.507592045,0.622852439,0.380282042,0.490719391,0.447308346,0.546874365,0.502701749,620
M-213,128.6136,0.038883333,7.9,0.02,6.076,1.76288,0.078678922,4.6426,4.01328,7.4939808,1774.04546,28.594,25.1212,-5.265344,5.88,-1.675288267,203.148,125.332,0.31904,349.588,165.316,118.24,0.3284901,0.342882895,368.1038534,19.44566216,10.01307807,1.620878946,0.431956668,0.704793576,0.719955995,0.329927734,0.199431821,0.322708561,0.387402608,0.627047121,0.612453116,0.668579566,0.685012589,0.69268498,0.610915693,0.714934726,0.877110541,0.755026968,0.730067391,0.916047483,0.84346594,0.868659045,0.590014189,0.669845982,0.686881073,0.645535096,0.690609582,0.725509942,0.649728898,0.715643277,0.196054525,0.862785821,0.751027665,0.711407971,0.84244055,0.821058336,0.855464007,0.7795517,0.138222618,0.659831287,0.636655748,0.771845946,0.911496457,0.691604453,0.738932288,0.802945464,0.909015986,0.785705987,0.889377186,0.793686201,0.915232941,0.705958601,0.828665661,0.803534934,0.880789128,0.871604709,180
M-214,133.08311,0.063097654,6.08793,0.41176,3.8233,1.7334576,0.073381985,4.5783403,3.9265969,6.904123098,1477.977692,27.975358,24.581362,-16.31365053,16.31365053,-1.492929843,144.16948,84.28954,0.3420457,245.75204,120.20013,75.81962,0.47665075,0.728507429,256.2170047,2.032435097,9.209762256,1.710407721,0.764469071,0.367202308,0.326938214,0.556644973,0.845204909,0.541132675,0.542440638,0.287489758,0.238520611,0.38431717,0.38230136,0.335616315,0.250834655,0.367033955,0.326662538,0.329688039,0.453193935,0.364101149,0.336218947,0.367384822,0.194989113,0.32044187,0.321989114,0.218410836,0.291073516,0.206933061,0.256857191,0.317472821,0.671258387,0.284795327,0.274028676,0.359842442,0.289914836,0.285610138,0.297513447,0.431787973,0.325059501,0.360853075,0.42633795,0.425461817,0.49222711,0.246289705,0.229267722,0.402912398,0.444757295,0.405798842,0.444490177,0.424578845,0.477573383,0.289072555,0.325812017,0.315693146,0.339062552,0.331888813,657
M-215,131.77872,0.061214517,6.501,0.3333,4.3342,1.750189,0.072350953,4.618829,3.998794,7.0277068,1550.874451,27.93609,24.63584,-15.44648868,15.44648868,-1.560812675,152.3555,92.3494,0.338364,264.7092,126.518,81.6798,0.454124616,0.660845475,279.1547014,4.679793729,9.709375641,1.649772494,0.732115545,0.443451076,0.416801202,0.509593618,0.724650347,0.534047574,0.553164145,0.357151961,0.312638146,0.453816714,0.456377262,0.411629509,0.324045402,0.4419345,0.412025277,0.407461207,0.527365982,0.46211743,0.416360231,0.44102615,0.268815192,0.402420422,0.407708179,0.324097316,0.375899,0.315237078,0.339941705,0.404328679,0.558922339,0.377135201,0.35872766,0.448351401,0.386806984,0.372863279,0.381015518,0.503896558,0.285221429,0.440748111,0.49052142,0.497297917,0.554837166,0.336568111,0.323277502,0.477993866,0.509480623,0.474561109,0.501248355,0.494233012,0.536306412,0.358058722,0.399534182,0.382387477,0.402430271,0.392401354,506
M-216,129.902,0.051359495,6.74,0.2,4.74,1.7576,0.05876052,4.5015,4.0772,7.273525,1693.4846,26.982,24.65,-8.6088,8.6088,-1.166408852,171.51,83.68,0.3419,270.83,133.03,87.45,0.34816766,0.546014031,254.3078559,7.814793837,8.320387002,2.04959369,0.595532488,0.474358784,0.481064771,0.500718113,0.527237429,0.449779924,0.502331164,0.399545866,0.369670296,0.493271654,0.46714288,0.481011759,0.325640153,0.484583994,0.53731417,0.375037154,0.593541221,0.507699104,0.48184233,0.502994469,0.334043665,0.466193006,0.452643779,0.414987786,0.45976554,0.447230301,0.380030063,0.472649515,0.690297937,0.506265277,0.354799225,0.534226632,0.45044661,0.453645359,0.459779708,0.43626613,0.174250038,0.467243225,0.345014757,0.409163112,0.588890002,0.520900649,0.492540478,0.43281013,0.588920076,0.374749415,0.528707579,0.421410878,0.593018824,0.284111423,0.373321824,0.369349091,0.469903571,0.456384632,582
M-217,132.262806,0.05834706,6.83309,0.33333,4.83314,1.7532793,0.074267514,4.5598604,3.8482133,7.000913146,1482.236043,28.465811,24.565926,-7.666346667,14.11027557,-1.560688966,141.16185,83.33024,0.3466565,234.99164,120.16259,78.8305,0.452346549,0.749533393,255.0886019,11.56766465,8.988956561,1.694005081,0.697885836,0.520646783,0.514953926,0.573279168,0.871881957,0.485812654,0.49918649,0.416472339,0.385969156,0.504570352,0.495262756,0.456354985,0.407598671,0.4968454,0.392426276,0.379852423,0.634199527,0.411897421,0.415113173,0.449147679,0.349838223,0.478412717,0.476551606,0.381856754,0.446401349,0.35993746,0.437005997,0.485476611,0.47621807,0.395678113,0.361427229,0.564789809,0.381417004,0.404709498,0.416145459,0.431736116,0.340628219,0.390332662,0.399331863,0.414976375,0.517838814,0.316859255,0.291685075,0.404527368,0.481139893,0.41014828,0.487886234,0.416052758,0.506364129,0.281280935,0.32018703,0.326005315,0.357699955,0.362416872,651
M-218,135.13896,0.056828221,5.57121,0.42857,3.28555,1.6785197,0.069214695,4.4198646,3.6941688,6.848534421,1432.578324,28.284866,24.599254,-15.18282939,15.50932735,-1.475049502,168.85036,72.99683,0.3442759,258.41773,127.99506,80.56804,0.472869502,0.628366417,222.6449508,2.386739637,7.455105456,2.313119077,0.694220384,0.273208062,0.233511521,0.607397004,0.698153748,0.451042482,0.466786559,0.206783628,0.163331655,0.283053437,0.270601838,0.25498883,0.168355752,0.277207334,0.374356855,0.234745651,0.349339656,0.339495269,0.319715522,0.353887273,0.127272287,0.225241955,0.220312193,0.087377693,0.209747597,0.111481713,0.174334932,0.228138477,0.762828309,0.287810085,0.184515872,0.261404427,0.247681993,0.24726003,0.264741917,0.322180346,0.2547381,0.234968842,0.229886141,0.313623993,0.510866163,0.206204188,0.195081895,0.311075759,0.480995875,0.314883546,0.500203815,0.329850694,0.524308022,0.203005423,0.288368842,0.286197943,0.401305958,0.380575148,644
M-219,128.9072,0.041512879,7.8,0.04,5.952,1.75976,0.078971163,4.6352,4.00056,7.4632016,1756.89092,28.588,25.1024,-6.322176,6.912,-1.713004544,200.696,123.264,0.32008,344.576,163.432,116.48,0.339804415,0.364110664,362.5838334,18.70082832,9.917697715,1.628180166,0.466260662,0.687456546,0.699485453,0.341432967,0.234096351,0.346585243,0.41264693,0.606014937,0.588635814,0.651674735,0.667065001,0.672108518,0.592087758,0.695983178,0.847255452,0.729466361,0.715029982,0.88375278,0.815881524,0.841551642,0.563594243,0.649553934,0.665755138,0.619405039,0.667384054,0.692940766,0.628659115,0.693737593,0.194274128,0.829124069,0.720784559,0.692807625,0.808304985,0.789895607,0.822736157,0.760822457,0.150757019,0.641216549,0.622601149,0.753262811,0.892730422,0.667465322,0.713826489,0.78134609,0.887539696,0.767148798,0.871359459,0.775079603,0.896880219,0.681047511,0.801399326,0.776825188,0.854287822,0.84452037,170
M-220,127.4808,0.03079964,7.43318,0.05,5.69988,1.7809642,0.056043012,4.64724,4.2132482,7.439941334,1854.48559,27.096126,24.421178,-4.939845334,4.939845334,-1.242193919,210.92898,98.73128,0.33516,354.79264,147.41364,94.69804,0.201999763,0.282053806,297.0076409,14.21369231,10.07327312,2.136394666,0.326752555,0.59251881,0.640915576,0.415488457,0.099938125,0.260109936,0.311638271,0.531158644,0.527272142,0.610563621,0.611680181,0.611582727,0.452306648,0.594254945,0.849105688,0.526530436,0.711667934,0.861748941,0.657745161,0.624458571,0.5115563,0.62193436,0.628257138,0.628687343,0.625331942,0.704400716,0.536228047,0.624416428,0.525392077,0.835662114,0.535186941,0.695737016,0.794945214,0.65968659,0.622856594,0.569923864,0.059410971,0.639502889,0.475199597,0.554360164,0.68534554,0.649288956,0.558491403,0.573778735,0.676591819,0.504115892,0.601582485,0.540872632,0.655111373,0.417148653,0.535864036,0.486952828,0.590690587,0.542941306,474
M-221,129.3476,0.044916418,7.65,0.07,5.766,1.75508,0.079336266,4.6241,3.98148,7.4170328,1731.15911,28.579,25.0742,-7.816464,8.37,-1.750416205,197.018,120.162,0.32164,337.058,160.606,113.84,0.356199148,0.394726857,354.2720679,17.37854097,9.776047543,1.639603202,0.511151841,0.661270436,0.668582835,0.358748663,0.284441974,0.376973482,0.443454264,0.574969021,0.553613128,0.626416074,0.640239035,0.641483849,0.563860433,0.667606109,0.803168849,0.691816996,0.692227375,0.836130387,0.775128992,0.801590712,0.524985714,0.619239994,0.634183536,0.580479514,0.632844571,0.64489362,0.597070854,0.66093841,0.205210954,0.779596147,0.676464154,0.664637556,0.758188756,0.744012378,0.774709909,0.732841035,0.168832155,0.613374691,0.601546103,0.725489548,0.864682836,0.631442902,0.676227426,0.749214276,0.855585343,0.739327435,0.844346853,0.747219694,0.869400211,0.644457981,0.761193728,0.737550565,0.815181484,0.804655435,182
M-222,129.4944,0.04592931,7.6,0.08,5.704,1.75352,0.07943841,4.6204,3.97512,7.4016432,1722.58184,28.576,25.0648,-8.290304,8.832,-1.759452251,195.792,119.128,0.32216,334.552,159.664,112.96,0.361521253,0.404663199,351.4929777,16.90928672,9.729207168,1.64354308,0.524638875,0.652493581,0.658229482,0.364535988,0.300871365,0.385882703,0.452136816,0.564754345,0.542126437,0.61802281,0.63132249,0.631339632,0.554455211,0.658160486,0.788658923,0.679451621,0.684560774,0.820474832,0.761711239,0.788457115,0.512388574,0.609168449,0.623690948,0.567576221,0.621411093,0.629093002,0.586545811,0.650021174,0.211267385,0.763344094,0.661969153,0.655175654,0.741773244,0.728947532,0.758985301,0.723543879,0.174685583,0.604115472,0.594534916,0.716258843,0.855360698,0.619485103,0.663710308,0.738574937,0.845003247,0.730057493,0.83534638,0.737946387,0.860253295,0.6324687,0.747976904,0.72466969,0.802318204,0.79157021,182
M-223,128.08181,0.04826393,8.42833,0.14285,6.42839,1.8413741,0.052845598,4.797003,4.1098823,7.556565495,1590.561973,29.813395,24.884966,-4.979253882,10.69310532,-1.475049502,162.99609,94.5688,0.3128473,268.70801,143.4247,89.1403,0.318886054,0.54103191,275.2482818,14.52787387,12.18484308,1.723571516,0.547562446,0.808882408,0.780361228,0.281284789,0.507297433,0.423476765,0.437127252,0.742613572,0.705922448,0.802804094,0.814095217,0.785988969,0.775370412,0.795346904,0.702187256,0.582861649,0.803613847,0.699309113,0.75763393,0.67473997,0.66806958,0.766170491,0.776486578,0.738288714,0.754143263,0.669454501,0.75512574,0.765428461,0.270118447,0.704967391,0.584237062,0.751883649,0.657379431,0.740018579,0.666161435,0.56202206,0.14960638,0.796753578,0.777983495,0.545201856,0.659421836,0.740993987,0.733080845,0.551453749,0.636962597,0.548804726,0.633937121,0.521057509,0.617781788,0.378160536,0.488805474,0.433716377,0.529689207,0.475954419,166
M-224,128.22466,0.048271922,7.71408,0.14285,5.71414,1.8070901,0.061883172,4.7755755,4.1970208,7.41944378,1700.875028,28.470605,24.742116,-10.20333552,10.20333552,-1.475049502,179.28099,105.7111,0.3199898,314.27716,145.1389,92.5687,0.339589535,0.462638455,310.9103363,10.65670453,11.86190094,1.695952365,0.548337775,0.660657309,0.649663343,0.329811555,0.385422991,0.433573239,0.47121638,0.58815808,0.553150833,0.669699027,0.690604455,0.65175428,0.570307712,0.660799132,0.709153673,0.599275837,0.697208401,0.768911372,0.678822914,0.635252711,0.514439501,0.636880295,0.65551466,0.627199597,0.625101611,0.618316802,0.584707432,0.639229616,0.382092973,0.68519765,0.580026791,0.650084452,0.689314932,0.648979506,0.608773304,0.640526973,0.149877166,0.720015212,0.715420367,0.635676917,0.689467943,0.633318497,0.610175233,0.629494497,0.653880013,0.607769818,0.62613737,0.610948107,0.646294682,0.486294041,0.573310791,0.512181732,0.563459307,0.516797962,166
M-225,129.346116,0.048908132,7.41643,0.16666,5.58316,1.7782788,0.067746287,4.6673583,4.0657117,7.236786518,1685.680204,27.965786,24.582584,-7.555057786,12.1103289,-1.748129393,172.16237,103.33049,0.3374904,303.9095,136.49593,91.3307,0.391567263,0.537026305,311.9365817,16.94600366,10.33776964,1.666133297,0.561694455,0.611704793,0.63447886,0.462301194,0.509324711,0.42463735,0.473381148,0.527826571,0.512736166,0.606371857,0.614133961,0.577659278,0.49115141,0.599871793,0.62879575,0.555472869,0.719043367,0.694583359,0.584038188,0.596281985,0.488227724,0.602865839,0.613595348,0.568735368,0.58352133,0.587210798,0.546187019,0.611183896,0.240583281,0.631701681,0.550557453,0.681184383,0.643113032,0.582880771,0.583988323,0.606699702,0.204570106,0.564477899,0.539267777,0.595815339,0.656652123,0.492948676,0.454244162,0.588586706,0.62076216,0.570594487,0.597410293,0.58510094,0.628417449,0.462180054,0.514484884,0.492022409,0.513144108,0.501871515,601
M-226,130.132032,0.054467625,7.44437,0.22222,5.5555,1.7799822,0.073679454,4.7232861,4.0144043,7.141350808,1608.507915,28.577492,24.599754,-10.17263605,14.51822815,-1.581087939,160.33173,106.99893,0.3355522,294.88594,133.22089,88.888,0.443673148,0.578234977,322.0687314,10.97273769,11.10364365,1.498442368,0.636288171,0.627226821,0.635615423,0.46295883,0.580003419,0.471815729,0.506387142,0.533388857,0.511981209,0.611626882,0.632933343,0.56708979,0.525715266,0.605678641,0.565769567,0.582400234,0.715883693,0.668991132,0.565870259,0.579697814,0.482770121,0.599467056,0.619786191,0.550619945,0.568272972,0.539142898,0.561629148,0.607215622,0.344352568,0.572062599,0.569585044,0.669979515,0.615808192,0.561291853,0.563031083,0.637862772,0.248471891,0.560152888,0.614212391,0.636658337,0.643294444,0.42099913,0.393138433,0.606877212,0.58726931,0.622678958,0.592488253,0.616650314,0.605271773,0.49956782,0.521623268,0.496286738,0.480717139,0.473009579,496
M-227,129.68445,0.049761101,7.63597,0.18181,5.81788,1.7880918,0.066718844,4.6370383,3.9761625,7.287279311,1611.59938,28.644016,24.535129,-3.900377202,12.6268354,-1.767719932,168.81011,87.63143,0.3372561,277.44068,133.35684,85.45004,0.364527889,0.569103225,264.4503556,19.78643889,9.941321019,1.92636489,0.574144344,0.66251263,0.681081331,0.466534788,0.562371651,0.422283895,0.45902117,0.572096023,0.558381082,0.645581579,0.641405341,0.618716,0.564479113,0.635757499,0.638029819,0.468802101,0.764741829,0.635536851,0.589335079,0.56991528,0.535631331,0.643463087,0.644927454,0.588483315,0.625117814,0.583638191,0.608019037,0.648478965,0.184859675,0.649390989,0.47771148,0.724578072,0.604556169,0.596417326,0.56735464,0.480958609,0.215776588,0.565860701,0.489574317,0.461599326,0.594247772,0.531401844,0.478852715,0.466338737,0.571800756,0.452937577,0.559802092,0.451355483,0.569638583,0.316912545,0.399647654,0.379205719,0.457539543,0.433713569,458
M-228,129.652888,0.053296102,7.17648,0.19608,5.19608,1.7854872,0.0731427,4.6843144,4.17292,7.232322688,1698.024346,27.876464,24.707848,-12.13386962,12.13386962,-1.674371206,168.07768,106.3528,0.3313728,300.23392,137.60768,91.88224,0.406867215,0.539240906,318.1228643,11.50527716,10.56516337,1.580378514,0.618862298,0.564414942,0.564603231,0.427460599,0.514845876,0.480735913,0.52482143,0.48091852,0.450462253,0.57477666,0.57981055,0.540882732,0.443525015,0.56423456,0.575335656,0.552704355,0.640112358,0.65127767,0.562154122,0.577232238,0.4143173,0.547176462,0.555012029,0.522400747,0.524553893,0.527716842,0.479771245,0.551007772,0.353234323,0.557359217,0.524176901,0.59065246,0.579331457,0.536638838,0.541692124,0.635238834,0.226159399,0.574042339,0.590927887,0.623937433,0.665236825,0.489562076,0.476126221,0.612543521,0.625347169,0.593847279,0.599958814,0.615142209,0.638331921,0.492888009,0.539693211,0.511394235,0.522356816,0.508496557,608
M-229,129.782248,0.054649902,7.15688,0.19608,5.17648,1.7745112,0.068695711,4.6784344,4.18762,7.225786088,1695.084346,28.027384,24.717648,-13.31756536,13.31756536,-1.674371206,166.35288,104.3144,0.3343128,295.54952,137.35288,90.02024,0.403312464,0.561021052,313.4036526,10.28065204,10.48584094,1.594725944,0.636738963,0.561765695,0.561905313,0.448902851,0.550235565,0.496104193,0.538476372,0.477155047,0.446800456,0.565208839,0.575206748,0.536962083,0.446982856,0.56128261,0.563497817,0.537836211,0.649306161,0.634090609,0.558160744,0.561184423,0.410716004,0.539320973,0.550844629,0.522141205,0.52088796,0.522812525,0.48115294,0.548064697,0.356722273,0.547017591,0.510454789,0.595515034,0.565275539,0.532692415,0.526798302,0.613004335,0.219796932,0.567173533,0.585809571,0.605975044,0.646016678,0.484606685,0.473633759,0.595274084,0.607352696,0.581114543,0.586427199,0.598224498,0.620485179,0.472079814,0.525108867,0.489311372,0.507862086,0.486290381,569
M-230,129.52,0.053380714,7.2,0.2,5.2,1.778,0.067809525,4.686,4.12,7.23512,1674.0946,27.86,24.72,-12.32,12.32,-1.609437912,166.2,106,0.332,296.8,137.2,91.6,0.407645725,0.545899632,317.3652695,10.08218403,10.58799446,1.567924528,0.619241827,0.567846902,0.564339751,0.429339937,0.524507914,0.474848761,0.517581034,0.485448274,0.452737447,0.57377284,0.584016064,0.544838934,0.447004728,0.569000481,0.568094425,0.552669807,0.647892554,0.643574849,0.562420222,0.577369029,0.415039192,0.544444159,0.555936785,0.510605039,0.525449482,0.515807127,0.479910458,0.552094223,0.388423404,0.549655426,0.522637422,0.593194359,0.571551183,0.535085737,0.540250238,0.628623249,0.209054873,0.576419316,0.596002878,0.621332037,0.662810912,0.491684084,0.480441987,0.6100187,0.623061832,0.590258083,0.596647973,0.612595128,0.63601409,0.489257775,0.53533508,0.507786351,0.518401288,0.505101336,501
M-231,127.675,0.046699273,8.25,0.125,6.25,1.8275,0.062793529,4.86,4.24,7.3869125,1694.309125,28.625,25.2375,-10.625,10.625,-1.386294361,139.5,140.5,0.31625,289,145.375,106.75,0.456591998,0.454430423,410.9689214,8.904190604,13.17703245,0.992882562,0.526082103,0.765918985,0.743759262,0.296803207,0.369511564,0.422633276,0.452175192,0.702769684,0.666326376,0.765490379,0.802551784,0.72886009,0.677409167,0.78444589,0.533451821,0.905733753,0.7860952,0.751419525,0.749253563,0.811999458,0.628005846,0.73064632,0.760737211,0.741937983,0.703862298,0.706330758,0.680139608,0.750250322,0.35704211,0.556115391,0.877655788,0.732630567,0.694178369,0.726854763,0.788752978,0.946007371,0.149212235,0.764012707,0.94687186,0.95031187,0.848888444,0.608062537,0.688623155,0.913369703,0.784142536,0.921484619,0.774529797,0.929933372,0.805983265,0.901340194,0.814693104,0.813902421,0.671637164,0.7021168,226
M-232,132.428036,0.068491719,6.6664,0.16666,4.66648,1.7382638,0.081316647,4.6264816,4.241497,7.166996642,1718.84341,28.3322,24.782342,-21.55383115,21.55383115,-1.791727798,157.32704,98.49606,0.3216538,279.9888,128.16154,84.9966,0.412812341,0.562669802,290.4005654,4.052330493,9.806296846,1.597292724,0.83035774,0.486296072,0.484289905,0.408896335,0.571039585,0.642946443,0.69871438,0.386327592,0.356981583,0.471510155,0.484398907,0.455111359,0.371087751,0.477940765,0.456188163,0.457622447,0.492331277,0.525633155,0.444523928,0.478815427,0.321793288,0.447416794,0.461243565,0.436267725,0.43822254,0.446606533,0.405427484,0.464539429,0.389275281,0.439597837,0.423198501,0.467555334,0.461094887,0.42171008,0.436503097,0.548431767,0.270698892,0.506347947,0.535114885,0.548813807,0.588015433,0.440239828,0.446440483,0.541719234,0.554481058,0.539876084,0.545856789,0.551099911,0.573548974,0.414900688,0.444156775,0.430355787,0.431471908,0.428646419,627
M-233,131.102456,0.063223642,6.90876,0.18181,4.90886,1.7562769,0.076167706,4.6534053,4.186151,7.197760126,1698.454396,28.116763,24.753306,-17.91531741,17.91531741,-1.767719932,161.35581,101.9042,0.3263476,287.62244,132.26636,87.99578,0.411401222,0.556085747,302.5423794,7.048068292,10.15372229,1.583406866,0.753850656,0.523913273,0.521179808,0.418444261,0.551379619,0.581394495,0.632652609,0.430402421,0.399412214,0.517494373,0.529348108,0.495652466,0.40593057,0.519323202,0.506120434,0.499906766,0.562098199,0.578226273,0.497013403,0.522651076,0.362905212,0.491030521,0.503975304,0.470738351,0.477642947,0.478613585,0.439606376,0.504348067,0.355644502,0.488595079,0.467291208,0.523853007,0.510229796,0.472035615,0.482493737,0.584493387,0.246720323,0.537927945,0.562505434,0.581534913,0.621764281,0.463411017,0.46164923,0.572577434,0.585466824,0.563000105,0.569168319,0.579044366,0.6019351,0.447995794,0.484768302,0.464812492,0.470184366,0.462662555,688
